"Astfel, Comisia are multe surse de inspiraţie pentru comunicarea sa, ce urmează a fi prezentată în noiembrie şi salut faptul că dl comisar şi-a arătat deja disponibilitatea de a accepta recomandările noastre.","The Commission thus has many sources of inspiration for its communication, to be presented in November, and I welcome the fact that the Commissioner has already shown a willingness to accept our recommendations.",,,
"Sper că, de acum în şase luni, voi putea să-l felicit pe comisarul Cioloş cu aceeaşi satisfacţie cu care îl congratulez acum pe colegul meu deputat, dl Lyon, pentru munca sa excelentă, care permite şi consolidează rolul Parlamentului în momentul în care, graţie Tratatului de la Lisabona, i se atribuie puterea de co-decizie.","I hope that six months from now I will be able to congratulate Commissioner Cioloş with the same satisfaction I now have in congratulating my fellow Member Mr Lyon for his excellent work, which ennobles and strengthens the role of Parliament at the very moment when, with the Treaty of Lisbon, we are taking on powers of co-decision.",,,
"(DE) Dle preşedinte, dle comisar, doamnelor şi domnilor, doresc să mulţumesc raportorului pentru cooperarea sa constructivă şi pentru aspectele importante pe care raportul său le evocă cu privire la viitorul PAC după 2013.","(DE) Mr President, Commissioner, ladies and gentlemen, I would like to thank our rapporteur for his constructive cooperation and for the important aspects highlighted by his report on the future of the CAP after 2013.",,,
Acest raport solicită mai curând o continuare a dezvoltării politicii agricole comune existente decât dezvoltarea unei noi politici.,This report calls for further development of the existing common agricultural policy rather than the development of a new policy.,,,
Este un aspect pozitiv.,This is a good thing.,,,
Funcţia de bază a agriculturii este şi rămâne producţia de alimente pentru cetăţenii noştri.,The primary function of agriculture is and remains the production of food for our citizens.,,,
"Din cauza constantei creşteri a cererii de bunuri publice, a creşterii populaţiei şi a reducerii simultane a resurselor naturale, acest lucru este din ce în ce mai greu de obţinut.","The ever-increasing need for public goods, the growth in population numbers and the simultaneous shortage of natural resources make this more difficult to achieve.",,,
Fermierilor li se solicită să producă din ce în ce mai mult din resurse din ce în ce mai reduse.,Farmers are required to produce more and more with less and less.,,,
Ceea ce este imposibil fără o creştere a eficienţei.,This is impossible without increasing efficiency.,,,
"Parlamentul European, Comisia şi Consiliul sunt instituţiile responsabile pentru crearea condiţiilor cadru necesare în acest sens.","The European Parliament, the Commission and the Council are responsible for securing the necessary framework conditions for this.",,,
"Dacă, în viitor, dorim să menţinem un sector agricol sănătos şi diversificat în Europa, trebuie să ţinem cont, de asemenea, de necesităţile fermierilor, şi anume prin impunerea unui nivel minim de birocraţie şi prin conferirea unei cât mai mari libertăţi antreprenoriale, pentru a le permite acestora să-şi asigure un venit rezonabil.","If we in Europe want to maintain a healthy and diverse agricultural sector in the future, we will also need to take account of the needs of farmers, namely by imposing as little bureaucracy as necessary and by allowing as much entrepreneurial freedom as possible to enable them to earn a reasonable income for themselves.",,,
"Dle preşedinte, nu voi face excepţie şi îl voi felicita pe colegul meu scoţian, George Lyon, pentru un raport foarte solid.","Mr President, I shall be no exception in congratulating my Scottish colleague, George Lyon, on a very solid report.",,,
Sunt multe aspecte în acest raport de care suntem mulţumiţi şi doresc să evoc comentariile unor colegi din această dimineaţă.,There is much in this report to be content with and I echo the comments of a number of colleagues this morning.,,,
Apreciez îndeosebi observaţia clară a raportului conform căreia producţia alimentară este scopul primar al politicii agricole comune.,I particularly like the very clear reference in the report that food production is the primary purpose of the common agricultural policy.,,,
"Tot restul este lăudabil, însă rămâne în plan secundar.","Everything else is very worthy, very desirable, but secondary.",,,
Trebuie să ne devină clar faptul că securitatea alimentară este parte integrantă a securităţii naţionale europene şi se cuvine să plătim pentru beneficiul public principal al PAC.,We must be clear in our own minds that food security is an integral part of our European national security and the primary public benefit of the CAP which is worth paying for in its own right.,,,
"Fac referire în special la comentariile dlui La Via despre buget, care, în această dimineaţă, s-au regăsit în discursul a surprinzător de puţini colegi.","I pick up particularly on Mr La Via's comments on the budget, which have been echoed by remarkably few colleagues this morning.",,,
"Poate că concentrarea mai mare asupra bugetului este o stereotipe scoţiană, dar până când nu vor fi alocate suficiente resurse acestei politici, totul este inutil.","Perhaps it is a little stereotypically Scottish to focus so much on the budget, but, unless we have sufficient monetary resources allocated to this policy, it is all pointless.",,,
"I-aş fi recunoscător dlui comisar dacă ne-ar spune câteva cuvinte despre modul în care propune să pledeze pentru menţinerea acestui buget, în special în situaţia în care o serie de state membre, printre care şi Marea Britanie, doreşte încetarea plăţilor directe către fermieri.","I would be grateful for a few words from our Commissioner about how he proposes to defend that budget going forward, not least because a number of Member States, including Britain, want to end direct payments to farmers.",,,
"Puteţi însă conta pe sprijinul acestui Parlament în menţinerea unei PAC funcţionale şi a unui buget realizabil, fapt care formează un fundament bun pentru continuarea discuţiilor.","You can, however, rest assured of the support of this House in maintaining a workable CAP and a workable budget, and this forms a good basis for ongoing discussion.",,,
"(PL) Dle preşedinte, şi eu aş dori să-mi exprim consideraţia faţă de dl Lyon, care a elaborat un raport ce conţine viziunea celor mai importante provocări cu care se confruntă agricultura europeană.","(PL) Mr President, I, too, would like to express my regard for Mr Lyon, who has drafted a report containing a vision of the most important challenges facing European agriculture.",,,
"Doamnelor şi domnilor, avem o problemă cu privire la eliminarea neconcordanţelor în subvenţiile alocate diferitelor state membre, iar aceasta este o problemă foarte gravă.","Ladies and gentlemen, we have a problem concerning the elimination of disparities in subsidies paid in different Member States, and it is a very serious problem.",,,
"Dacă privim subvenţiile actuale, observăm diferenţe majore, care s-ar perpetua dacă am menţine acest sistem.",When we look at current subsidies - and if we were to maintain this system - we see huge differences.,,,
Există ţări în care subvenţia este de peste 500 de euro per hectar după 2013 şi sunt ţări - în special în noile state membre - unde subvenţia este chiar sub 100 de euro.,"There are countries where the subsidy is over EUR 500 per hectare post 2013, and there are countries - mainly the new Member States - where it is less than even EUR 100.",,,
Trebuie să abordăm această problemă şi să o rezolvăm.,We must face up to this problem and solve it.,,,
Nu putem continua pe termen lung cu asemenea diferenţe majore.,We cannot continue with such great differences in the long term.,,,
Rezolvarea acestei probleme va fi dificilă.,Solving this problem is going to be difficult.,,,
"Doresc să îi mulţumesc dlui Smith, care a remarcat problema bugetului.","I would like to thank Mr Smith, who has noticed the problem with the budget.",,,
"Nu putem rezolva această problemă fără un buget mai mare, pentru că este dificil să luăm de la cei ce au mai mult; în schimb, ar trebuie să dăm celor ce au mai puţin.","We will not resolve this problem without having a bigger budget, because it is difficult to take from those who have more; we should, rather, give to those who have less.",,,
"Citez motto-ul Revoluţiei franceze: ""Libertate, egalitate, fraternitate” - nu cu libertatea avem noi probleme, ci cu egalitatea şi cu fraternitatea, de care avem o nevoie mai mare şi fac apel la vechile state membre să contribuie la soluţionarea acestei probleme în spiritul egalităţii şi al fraternităţii.","To quote the motto of the French Revolution: 'Liberty, Equality, Fraternity' - we do not have a problem with liberty, but with equality and fraternity the need is greater, and I appeal to fellow Members from the old Member States to help solve this problem in a spirit of equality and fraternity.",,,
"(GA) Dle preşedinte, doresc, de asemenea, să salut acest raport, cu toate că sunt puţin dezamăgită că nu reuşeşte să prezinte o viziune a politicii agricole comune (PAC) care să pună capăt depopulării zonelor rurale şi care să garanteze că fermierii vor putea furniza bunurile şi serviciile solicitate de către societate.","(GA) Mr President, I also welcome this important report, although I am a bit disappointed that it fails to lay out a vision for the common agricultural policy (CAP) which will stop the depopulation of the countryside and ensure that active farmers can provide the goods and services demanded by society.",,,
"Avem nevoie de o PAC care să asigure alimente de înaltă calitate produse la standarde ridicate, îngrijirea şi întreţinerea terenului, protejarea apelor, a pământului şi a biodiversităţii, o politică comună, care să asigure locuri de muncă în zonele rurale şi o economie rurală consolidată şi una care să sporească lupta împotriva schimbărilor climatice.","We need a CAP that will ensure high-quality food produced to high standards; care and maintenance of land, and protection of water, soil and biodiversity; a common policy to ensure jobs in rural areas and a strengthened rural economy, and one that will strengthen the fight against climate change.",,,
Este necesar să modificăm PAC pentru a-i ajuta pe cei care au cea mai mare nevoie.,It is necessary to amend the CAP to help those who need it urgently.,,,
"În prezent, cea mai mare parte se revarsă către marii proprietari şi către producători.",Currently the largest proportion goes to big owners and to producers.,,,
"Un buget adecvat pentru PAC este, de asemenea, important şi îi adresez mulţumirile mele dlui Lyon.","A proper budget for the CAP is also important, and I express my thanks to Mr Lyon.",,,
"(IT) Dle preşedinte, dle comisar, doamnelor şi domnilor, într-un asemenea context, fermele necesită un sprijin puternic pentru a inova şi a progresa.","(IT) Mr President, Commissioner, Mr Lyon, ladies and gentlemen, in a context such as this, farms need strong support in order to innovate and make progress.",,,
"Rolul fermierilor trebuie radical modificat: prin sistematizarea producţiei agricole, fermierii devin antreprenori agricoli, promovând astfel dezvoltarea economică.","The role of farmers needs to undergo a radical change: by systemising agricultural production farmers become agricultural entrepreneurs, and thus promote economic development.",,,
"Cred că este fundamental să recuperăm nenumăratele terenuri abandonate şi să le utilizăm în crearea unor branşe agricole restrânse şi închise - cu alte cuvinte, sisteme care conexează cultivarea agricolă direct de vânzare.","I believe it is fundamentally important for the recovery of countless abandoned areas of land to be used in the creation of short, closed agricultural branches - in other words, systems that link agricultural cultivation directly to sales.",,,
Aceste sisteme pot fi funcţionale şi se pot răspândi în întreaga Uniune Europeană.,These systems can operate and become widespread throughout the European Union.,,,
"Cred că în temeiul noii politici agricole comune (PAC), Comisia ar trebui să sprijine crearea cooperativelor agricole, astfel încât să fie reduse costurile de producţie, iar fermierii să devină mai competitivi.","I believe that, under the new common agricultural policy (CAP), the Commission should support the creation of agricultural cooperatives so as to cut production costs and make farmers more competitive.",,,
Comisia trebuie să-şi ia angajamentul de a stabili un buget care să fie suficient pentru atingerea acestor obiective.,The Commission must commit itself to defining a budget that is sufficient to achieve these objectives.,,,
"Finanţarea PAC trebuie să fie corelată cu rezultatele, astfel încât să prevină risipa şi orice fel de speculaţie.","The funding for the new CAP must be linked to results, so as to prevent waste and various kinds of speculation.",,,
"Mai mult decât atât, în vremuri de criză, mulţi tineri doresc să revină la agricultură.","What is more, at this time of crisis, many young people want to return to farming.",,,
"Cu toate acestea, ei se confruntă cu diferite obstacole: terenul este prea costisitor, iar politicile de dezvoltare rurală sunt mult prea dificil de gestionat; faptul că timpul de aşteptare pentru terenuri este lung şi faptul că acesta este acordat mai degrabă în baza câştigurilor, decât în baza ideilor exprimate de către tinerii antreprenori, împiedică acest grup să îşi desăvârşească potenţialul.","However, they are faced with various obstacles: land is too expensive, and rural development policies are difficult to manage; the fact that there are long waiting times for land and that it is granted on the basis of earnings rather than on the basis of the ideas expressed by young entrepreneurs prevents this group from realising its potential.",,,
Cred că Comisia trebuie să aibă o abordare flexibilă şi de susţinere faţă de sprijinirea tinerilor fermieri.,I believe that the Commission must take a supportive and flexible approach to helping young farmers.,,,
"De asemenea, trebuie lansată o politică de informare, care să înceapă în şcoli şi universităţi, pentru a promova...","An information policy must also be launched, starting in schools and universities, in order to promote a ...",,,
(Preşedintele l-a întrerupt pe vorbitor),(The President cut off the speaker),,,
Mă alătur colegilor care au subliniat calitatea acestui raport şi consensul larg de care s-a bucurat în Comisia pentru agricultură.,(RO) I share the sentiments of my fellow Members who highlighted the quality of this report and the wide consensus it received in the Committee on Agriculture and Rural Development.,,,
"Pe de o parte, este un raport ambiţios, pentru că încearcă să găsească soluţii la marile provocări ale acestui moment; pe de altă parte, este un raport echilibrat, care încearcă să răspundă preocupărilor legitime ale noilor state membre de a beneficia într-un mod echitabil de politica agricolă comună.","On the one hand, it is an ambitious report because it attempts to find solutions to the current major challenges; on the other hand, it is a balanced report which attempts to respond to the legitimate concerns of new Member States about benefiting fairly from the common agricultural policy.",,,
Insist în mod special asupra articolelor care se referă la arhitectura politicii agricole comune.,I wish to stress in particular the articles referring to the common agricultural policy's architecture.,,,
PAC trebuie să rămână bazată pe cei doi piloni ai săi.,The CAP must continue to be based on its two pillars.,,,
Desfiinţarea acestora ar duce la distrugerea PAC sau la transformarea acesteia într-o politică lipsită de posibilitatea de a contribui la modernizarea şi la creşterea competitivităţii agriculturii.,Abolishing these would end up destroying the CAP or changing it into a policy devoid of any opportunity to help modernise agriculture and boost its competitiveness.,,,
"Desfiinţarea pilonului de dezvoltare rurală ar fi o greşeală şi o frână în calea modernizării agriculturii în întreaga Europă, dar mai ales în statele membre noi.","Abolishing the rural development pillar would be a mistake and it would slow down the modernisation of agriculture in the whole of Europe, but in the new Member States most of all.",,,
Un alt punct cheie este menţinerea unui buget al PAC cel puţin la nivelul actual.,Another key point is to maintain a CAP budget at least at its current level.,,,
"Agricultorii europeni sunt obligaţi să respecte cele mai înalte standarde privind calitatea, ceea ce se reflectă în calitatea alimentelor consumate de europeni şi în competitivitatea noastră pe plan internaţional.","European farmers are obliged to comply with the highest quality standards, which is reflected in the quality of the food which Europeans eat and in our global competitiveness.",,,
"Dar, pentru a respecta aceste standarde, agricultorii trebuie sprijiniţi.","However, farmers need support to be able to comply with these standards.",,,
O politică agricolă comună bine construită şi bine finanţată înseamnă alimente sigure şi de calitate pentru europeni.,"A well-structured, properly financed common agricultural policy means safe, good-quality food for Europeans.",,,
Consider că prin votul asupra acestui raport Parlamentul va transmite Consiliului şi Comisiei un semnal clar şi lipsit de echivoc în privinţa poziţiei noastre ca reprezentanţi ai cetăţenilor europeni.,"I believe that the vote on this report will enable Parliament to give the Council and Commission a clear, unambiguous signal regarding our position as representatives of Europe's citizens.",,,
"(IT) Dle preşedinte, doamnelor şi domnilor, în următorii ani, provocările care însoţesc dezvoltarea sistemului agricol european vor fi imense: cererea tot mai mare de alimente va trebui satisfăcută de o utilizare sustenabilă a resurselor naturale, corelată cu o creştere a nivelului performanţei ecologice.","(IT) Mr President, ladies and gentlemen, over the next few years the challenges accompanying the development of the European agricultural system will be huge: the growing demand for food will have to be met through the sustainable use of natural resources, with a parallel increase in the level of environmental performance.",,,
"Această perspectivă, care consolidează relaţia dintre sectorul agricol şi producţia de bunuri publice, conferă agriculturii o nouă importanţă strategică: crearea unei politici agricole comune (PAC) astăzi reprezintă soluţia acestor mari provocări cu care se confruntă societatea noastră şi politica va juca un rol major în reacţia la ceea ce este deja o criză alimentară.","This outlook, which strengthens the relationship between the agricultural sector and the production of public goods, gives agriculture a new strategic importance: the creation of the future common agricultural policy (CAP) today represents the solution to these major challenges facing our society, and the policy will play a crucial role in responding to what is already a food crisis.",,,
"Astfel, este vorba se a produce mai mult şi de a polua mai puţin: acesta este dificilul obiectiv pe care agricultura europeană va trebui să îl atingă pe parcursul următorilor ani.","Therefore, it is a case of producing more while polluting less: this is the difficult objective that European agriculture will have to fulfil over the next few years.",,,
"În baza acestor ipoteze, Comisia pentru agricultură şi dezvoltare rurală, pe care am onoarea să o conduc, a produs o lucrare viguroasă şi concisă - pe care dl Lyon, alături de alte grupuri, a supervizat-o excelent - sub forma acestui raport prezentat Parlamentului astăzi.","Based on these assumptions, the Committee on Agriculture and Rural Development, which I have the honour of chairing, has produced an intense and concise piece of work - which Mr Lyon, with the involvement of all the groups, has overseen in an excellent fashion - in the shape of the report presented to Parliament today.",,,
Este un raport despre care credem că va contribui la formarea bazelor viitoarei PAC şi va oferi Comisiei Europene unele indicii clare astfel încât aceasta să poată pregăti comunicarea de final de an despre viitorul politicii agricole comune după 2013.,It is a report that we are convinced will help lay the foundations of the future CAP and will provide the European Commission with some clear pointers so that it can prepare the year-end communication on the future of the CAP after 2013.,,,
"Dle preşedinte, doresc să mulţumesc colegului meu, George Lyon, pentru excelenta muncă depusă pentru acest raport.","Mr President, I too wish to thank my colleague George Lyon for his excellent work on this report.",,,
"PAC se confruntă cu numeroase provocări, iar într-o Europă extinsă este esenţial ca UE să menţină o politică agricolă finanţată adecvat care va înregistra rezultate pentru fermieri, comunităţile rurale şi societate şi va asigura securitatea alimentară.","The CAP has many challenges facing it and in an enlarged Europe it is essential that the EU maintains a strong and properly resourced agricultural policy that will deliver for farmers, rural communities and society and will ensure food security.",,,
Este de asemenea important ca PAC să nu fie renaţionalizată prin cofinanţare.,It is also important that there is no renationalisation of the CAP through cofinancing.,,,
PAC trebuie să rămână o politică europeană comună.,The common agricultural policy must remain a common European policy.,,,
"În ultimii 50 de ani, PAC a mărit productivitatea, a contribuit la un standard de viaţă echitabil al comunităţilor agricole, a asigurat disponibilitatea alimentelor şi a oferit consumatorilor alimente de calitate la preţuri rezonabile.","Over the past 50 years the CAP has increased productivity, contributed to a fair standard of living for the agricultural community, secured the availability of supplies and provided consumers with quality food at reasonable prices.",,,
"Cetăţenii europeni au beneficii semnificative de pe urma agriculturii sub forma securităţii alimentare, protecţia mediului, combaterea schimbărilor climatice, sprijinirea comunităţilor agrare şi susţinerea familiilor de fermieri.","European citizens benefit significantly from agriculture in the form of food security, protection of the environment, combating climate change, sustaining rural communities and supporting farming families.",,,
"Pentru ca PAC să continue să înregistreze rezultate pentru cetăţenii europeni şi să poată satisface cerinţele acestora, trebuie susţinută puternic, iar acest lucru presupune evident un buget puternic.","For the CAP to continue delivering for European citizens and to meet their demands, it needs to be strongly supported, and that of course means a strong budget.",,,
"În al doilea rând, transparenţa şi proporţionalitatea trebuie să se afle în centrul viitoarei PAC.",Secondly transparency and proportionality should be central to the future CAP.,,,
Politica agricolă europeană trebuie să sprijine fermierii cu scopul principal de a produce alimente de bună calitate şi nu să îi obstrucţioneze sau să îi împovăreze cu cerinţe administrative excesive sau cu birocraţie.,European agricultural policy should support farmers with the main aim of producing high-quality food and not hinder them or burden them with excessive administrative requirements and red tape.,,,
"În final, fermierii europeni produc alimente de cea mai bună calitate şi la cele mai înalte standarde.","Lastly, European farmers produce food to the highest quality and standards.",,,
Trebuie si fie garantat faptul că toate importurile către UE sunt produse la aceeaşi calitate şi standard ca şi produsele UE.,All imports to the EU must be guaranteed to be produced to the same quality and standard as EU products.,,,
"Trebuie, de asemenea, să asigurăm un mediu concurenţial echitabil, competiţie corectă şi viitoarea viabilitate a agriculturii europene.","We also need to ensure a level playing field, fair competition and the future viability of European agriculture.",,,
#NAME?
"În acest an, fermierii din noile state membre care au aderat în 2004 vor primi doar 70 % din ceea ce primesc fermierii din vechea Uniune Europeană formată din cele 15 state.","This year, farmers in the new Member States, which joined in 2004, will receive only 70% of what farmers receive in the old European Union of the so-called fifteen.",,,
Românii şi bulgarii vor primi doar 40 %.,Bulgarians and Romanians will receive a mere 40%.,,,
"În acelaşi timp, toţi operăm pe piaţa comună a Uniunii Europene.","At the same time, all are operating in the common market of the European Union.",,,
Cred cu tărie că această nedreptate trebuie eliminată cât mai repede cu putinţă.,I firmly believe that this injustice must be eliminated as soon as possible.,,,
Toţi fermierii din Uniune trebuie să fie pe o poziţie de egalitate şi să beneficieze de aceleaşi condiţii de subvenţionare.,All farmers throughout the Union must have an equal position and the same conditions for subsidies.,,,
"Astfel, sprijin amendamentul 6, care prevede ca acest obiectiv să fie atins cât mai repede cu putinţă şi sper că colegii mei deputaţi vor sprijini acest lucru.","I therefore support Amendment 6, which asks for this aim to be achieved as soon as possible, and I hope that my fellow Members will support it.",,,
"(EL) Dle preşedinte, politica agricolă comună a fost creată pentru a proteja independenţa producţiei alimentare a Europei.","(EL) Mr President, the common agricultural policy was designed to safeguard Europe's independence in food production.",,,
"În anii '70, 70 % din bugetul UE a fost alocat agriculturii.","In the 1970s, nearly 70% of the EU budget was spent on agriculture.",,,
"Cu toate acestea, în urma unor reforme concurenţiale, cheltuielile pentru agricultură din buget au scăzut la 35 % pentru perioada financiară 2007-2013.","However, following a serious of competitive reforms, agricultural spending in the budget fell to 35% for the financial period 2007-2013.",,,
"Din păcate, astăzi, politica agricolă comună revizuită este elaborată sub aceleaşi condiţii de competitivitate ca şi politica anterioară.","Unfortunately, today the revised CAP is being designed under the same conditions of competitiveness as the previous policy.",,,
Este o insultă faptul că se foloseşte criza economică ca pretext pentru a tăia din beneficiile fermierilor.,It is insulting that the economic crisis is being used as a pretext to cut benefits to farmers.,,,
"Mai mult, cei din urmă sunt învinovăţiţi pentru actualele condiţii de criză.","Moreover, it is the latter who are to blame for today's conditions of crisis.",,,
"Obiectivul de bază al noii PAC ar trebui să fie promovarea unui model compatibil cu alimentaţia sănătoasă, protecţia mediului şi lupta împotriva emisiilor de dioxid de carbon.","The basic objective of the new CAP should be to promote a global model compatible with healthy food, environmental protection and the fight against carbon dioxide emissions.",,,
"Nu trebuie să pierdem din vedere că modelul agrochimic al agriculturii convenţionale poartă o mare parte din vina pentru emisiile de gaze cu efect de seră şi schimbările climatice, prin urmare trebuie modificat tocmai pentru că dăunează fermierilor, oamenilor şi biodiversităţii planetei.","We must not forget that the agrochemical model of conventional agriculture bears serious responsibility for the greenhouse effect and climate change and it must change, precisely because it works against the farmers, the people and the biodiversity of the planet.",,,
"Dle preşedinte, în calitate de fermier activ mă declar interesat.","Mr President, I declare an interest as a working farmer.",,,
Planurile destinate viitoarei PAC trebuie să funcţioneze la nivel practic şi trebuie să fie accesibile.,Plans for the future of the CAP have to work at a practical level and it must be affordable.,,,
Militarii au un proverb conform căruia este bine să nu indici vreun nume şi să eviţi repercusiunile; însă un membru al Grupului PPE a votat împotriva acestui raport.,"The military have a phrase 'no names, no pack-drill'; however, a member of the PPE Group voted against this report in committee.",,,
"Aceasta se poate datora faptului că, în mediul financiar de astăzi, costurile constituie o îngrijorare, iar entuziasmul raportului pentru obiectivele non-agricole în temeiul celui de-al doilea pilon deviază fondurile de la fermieri.","This may be because, in today's financial climate, cost is a worry and the report's enthusiasm for non-agricultural objectives under pillar two diverts funds away from farmers.",,,
"Obsesia raportului legată de schimbările climatice ar putea conduce la acceptarea sfatului ce obligă fermierii care cultivă pământul să pompeze emisiile tractoarelor sub pământ, mărind consumul de combustibil, distrugând în consecinţă fundul mării.","The report's obsession with climate change could lead to accepting advice that obliges arable farmers to pump tractor exhaust under the ground, increasing fuel consumption and spoiling seabeds as a consequence.",,,
"Experienţa mea personală în care am asistat la tentativele contractorilor de a injecta apa reziduală sub pământ pentru a îndeplini normele UE, îmi spune ce probleme urmează să apară.",My own experience of witnessing contractors' attempts to inject dirty water under the ground to satisfy EU rules tells me what problems lie ahead.,,,
Crescătorilor de animale rumegătoare li s-ar putea solicita să reducă emisiile de metan prin înlocuirea fânului şi a furajelor însilozate cu raţii mai costisitoare bazate pe cereale.,Ruminant livestock farmers may be required to reduce methane emissions by replacing hay and silage with more expensive cereal-based rations.,,,
"Dacă trebuie să existe o politică agricolă comună, atunci permiteţi-i să sprijine fermierii şi nu să le fie ca o piedică.","If there has to be a CAP, let it assist farmers and not hinder them.",,,
"(ES) Dle preşedinte, doamnelor şi domnilor, pe parcursul următoarelor săptămâni vom începe o dezbatere completă a politici agricole comune (PAC).","(ES) Mr President, Commissioner, ladies and gentlemen, over the next few months we will be entering into a full debate on the new common agricultural policy (CAP).",,,
Este important să ajungem la un acord satisfăcător şi sper ca Preşedinţia belgiană să obţină ceea ce Preşedinţia spaniolă nu a reuşit.,"It is important to reach a satisfactory agreement, and so I hope that the Belgian Presidency manages to achieve what the Spanish Presidency did not.",,,
"Sper că Preşedinţia belgiană va putea direcţiona discuţiile de o asemenea manieră încât statele membre să se angajeze să menţină o politică agricolă comună realmente solidă în viitor, cu un buget suficient pentru acoperirea necesităţilor celor 27 de state membre, adică ale statelor vechi şi a celor noi; sper, de asemenea, că nu se va repeta situaţia din 2005, când, din cauza lipsei banilor, a fost necesară improvizarea unei modulări.","I hope that the Belgian Presidency can direct discussions in such a way that the Member States commit themselves to maintaining a truly strong CAP in the future, with a sufficient budget for meeting the needs of the 27 Member States, both new and old; I also hope that it will not be as it was in 2005, when there was a lack of money and a modulation had to be improvised.",,,
"În viitoarea reformă a PAC, ne jucăm cu viabilitatea unui sector care nu doar furnizează servicii şi bunuri intangibile, precum protecţia mediului, ci trebuie să şi garanteze aprovizionarea cu alimente a publicului european.","In the upcoming reform of the CAP, we are gambling with the viability of a sector that not only provides intangible goods and services, such as care for the environment, but must also guarantee the supply of food to the European public.",,,
"În trecut, am fost martorii unor situaţii îngrijorătoare de restrişte şi, din acest motiv, Parlamentul European ar trebui să aibă ca obiectiv principal al viitoarei reforme securitatea aprovizionării cu alimente din producţia UE, fără să excludă şi alte contribuţii, precum lupta împotriva schimbărilor climatice.","We have witnessed distressing shortage situations in the past, which is why the European Parliament should make security of supply based on EU production the main objective of the next reform, without leaving aside other contributions, such as the fight against climate change.",,,
"(FR) Dle preşedinte, înţeleg că aţi avut o noapte scurtă şi fericită.","(FR) Mr President, I understand that you had a short and happy night.",,,
